mother,stepdaughter,category_for_map,,name,place,,country,address,Latitude,Longitude
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм свт. Нектарія Егінського та блж. Прокопія Устюзького,Бишофсхайм-на-Рене,www.rokmp.de,Німеччина,"Fastnachtsgasse 4, 97653 Bischofshein (Rhoen)",50.4004416,10.0086064
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Покрова Пресвятої Богородиці,Бонн,www.rokmp.de,Німеччина,"Am Draitschbusch 2a, 53177 Bonn",50.6791344,7.147305999999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія ікони Божої Матері «Знамення» Курська-Корінна,Бракель,www.rokmp.de,Німеччина,"Ostheimerstrasse, 33034 Brakel",51.7131117,9.19323
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія ікони Божої Матері «Всіх Скорботних Радість»,Бранденбург,www.rokmp.de,Німеччина,"Brahmstrasse 12A, 14772 Brandenburg an der Havel",52.4287567,12.51442
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм святих Царських страстотерпців,Бремен,www.rokmp.de,Німеччина,"Kleine Westerholzstrasse 17, 28309 Bremen",53.0532929,8.890907499999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія преп. Анастасії Київської та свщмч. Володимира Абарцумова,Бремерхафен,www.rokmp.de,Німеччина,"Schillerstraße 117, Bremerhaven",53.52388209999999,8.5974962
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм св. рівноап. Марії Магдалини,Веймар,www.rokmp.de,Німеччина,"Pfarramt ROK, Windmühlenstraße 25 b, 99425 Weimar",50.9721082,11.3135138
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада св. вмц. Ірини,Вертхайм,www.rokmp.de,Німеччина,Willi-Brand-Str. 1. 97877 Wertheim,49.7531089,9.4957133
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,"Громада трьох святителів Василя Великого, Григорія Богослова та Іоанна Золотоуста",Вормс,www.rokmp.de,Німеччина,"Landgrafenstraße 66, 67549 Worms",49.63423580000001,8.3208352
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Надходження прмцц. вів. кн. Єлисавети та інокіні Варвари,Вупперталь,www.rokmp.de,Німеччина,"Vogelsangstrasse 106, 42109 Wuppertal",51.2745968,7.1426177
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Благовіщення Пресвятої Богородиці,Вюрцбург,www.rokmp.de,Німеччина,"Zeller Straße 45, 97082 Würzburg",49.7937774,9.918678199999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Воздвиження Хреста Господнього,Галле,www.rokmp.de,Німеччина,"Franckeplatz 1, 06110 Halle",51.4779707,11.9709711
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм св. прав. Іоанна Кронштадтського,Гамбург,www.rokmp.de,Німеччина,"Tschaikovskiplatz 1, 20355 Hamburg",53.5568845,9.9751759
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм свв. Жінок-мироносиць,Гамбург,www.rokmp.de,Німеччина,"Holstenkamp 89, 22525 Hamburg",53.5713291,9.9144691
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія рівноапп. Кирила та Мефодія,Гамбург,www.rokmp.de,Німеччина,"Billhorner Mühlenweg 31, 20539 Hamburg",53.5355608,10.0327408
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Свято-Георгіївський чоловічий монастир,Бранденбург,www.rokmp.de,Німеччина,,53.09198763913793,13.672138184377479
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,"Громада в ім'я свт. Луки, архієпископа Кримського",Гамельн,www.rokmp.de,Німеччина,"Lohstraße 8, 31785 Hameln",52.102113,9.3673792
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Благовіщення Пресвятої Богородиці,Ганновер,www.rokmp.de,Німеччина,"Schulenburger Landstrasse 126a, Hannover",52.40657270000001,9.712592299999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада прав. Йоакима та Ганни,Гейдельберг,www.rokmp.de,Німеччина,"Ploeck 4, 69177 Heidelberg",49.40876979999999,8.6959355
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія на честь ікони Божої Матері «Жировицька»,Гіссен,www.rokmp.de,Німеччина,"Egerländerstr. 6, 35396 Giessen",50.5957685,8.6772042
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм свт. Миколи Чудотворця,Гіфхорн,www.rokmp.de,Німеччина,"Bromer Straße 2, 38518 Gifhorn",52.49251,10.5480169
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада блж. Матрони Московської,Грайфсвальд,www.rokmp.de,Німеччина,"An der Christuskirche 1, 17491 Greifswald",54.084117,13.4245659
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Архістратига Божого Михайла,Геттинген,www.rokmp.de,Німеччина,"Stauffenbergring 4, 37075 Göttingen",51.5477858,9.9601937
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Чоловічий монастир вмч. Георгія Побідоносця в Гьотшендорфі,Гетшендорф,www.rokmp.de,Німеччина,"Germany, St. Georgskloster, Russische Orthodoxe Kirche Götschendorf 33, 17268 Milmersdorf",53.0919039,13.672106
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Воскресенська каплиця-пам'ятник,Дахау,www.rokmp.de,Німеччина,"Alte Römerstr. 75, 85221 Dachau",48.2682845,11.469956
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада рівноап. Миколи Японського,Деммин,www.rokmp.de,Німеччина,"St. Bartholomäus Kirche, Kirchplatz 7, 17109 Demmin",53.9067,13.03453
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святителя Луки Кримського,Дибург,www.rokmp.de,Німеччина,"Minnefeld 36, 64807 Dieburg",49.9016212,8.8427168
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Святої Живоначальної Трійці,Дортмунд,www.rokmp.de,Німеччина,"Flurstr. 39, 44145 Dortmund",51.5274455,7.4861995
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм прп. Симеона Дивногорця,Дрезден,www.rokmp.de,Німеччина,"Fritz-Löffler-Str. 19, 01069 Dresden",51.0334893,13.7312145
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія на честь ікони Божої Матері «Відрада та Втіха»,Дуйсбург,www.rokmp.de,Німеччина,Norbertuskirchplatz 10 47166 Duisburg,51.4988661,6.7843096
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм Покрови Пресвятої Богородиці,Дюссельдорф,www.rokmp.de,Німеччина,"Ellerstrasse 213
40227 Düsseldorf",51.2131781,6.8054952
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Михайла Архангела і всіх Небесних Сил безтілесних,Зинген,www.rokmp.de,Німеччина,"Erzengel-Michael-Kapelle im Park an der Goethe-Straße, Singen",47.7670971,8.8722387
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада Успіння Пресвятої Богородці,Зулінген,www.rokmp.de,Німеччина,"Edenstrasse 57, 27232 Sulingen",52.6794,8.82217
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада в місті Єна,Йєна,www.rokmp.de,Німеччина,"Werner-Seelenbinder-Strasse 26, 07747 Jena",50.8818619,11.6116041
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада ікони Божої Матері «Володимирська»,Кайзерслаутерн,www.rokmp.de,Німеччина,Kloster Str.6 D- 67655 Kaiserslautern,49.446026,7.773187399999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Новомучеників та сповідників Російських,Кассель,www.rokmp.de,Німеччина,"Steinweg, 34117 Kassel",51.313871,9.5005532
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм святителя Миколая Чудотворця,Кемптен,www.rokmp.de,Німеччина,"die katholischen Seelenkapelle, Fürstenstr. 7, Kempten",47.7298059,10.3086928
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія пророка Предтечі Іоанна Хрестителя,Кіль,www.rokmp.de,Німеччина,"Manrade 2, 24105 Kiel",54.3600888,10.1132959
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада св. рівноапостольної княгині Ольги у Клеві,Клеве,www.rokmp.de,Німеччина,"Böllenstege 4, 47533 Kleve",51.7858378,6.1351963
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святих благовірних князів Бориса та Гліба,Кобленц,www.rokmp.de,Німеччина,Zwickauer Str. 6 56075 Koblenz-Karthause,50.3369608,7.566062
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада прп. Серафима Саровського,Кобург,www.rokmp.de,Німеччина,"Leopoldstr. 15, 96450 Coburg",50.2578335,10.9700924
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святого блаженного Прокопія Устюзького,Констанц,www.rokmp.de,Німеччина,"Rheingasse 20, 78462 Konstanz",47.6654126,9.177043399999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм вмц. Варвари,Крефельд,www.rokmp.de,Німеччина,"Wielandstr. 11, 47799 Krefeld",51.3407183,6.5700911
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святих рівноапостольних царя Костянтина та цариці Олени,Кельн,www.rokmp.de,Німеччина,"Maria-Ablaß-Platz 14, 50668 Köln",50.9431368,6.951582699999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада Святого Духа,Лар,www.rokmp.de,Німеччина,Untere Hauptstraße 33 77933 Lahr/Schwarzwald,48.3656973,7.833309
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,"Храм-пам'ятник Святителя Олексія, митрополита Московського",Лейпциг,www.rokmp.de,Німеччина,"Philipp-Rosenthal-Strasse 51a
04103 Leipzig",51.3241624,12.3969268
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія священномученика Іларіона Верейського,Лер,www.rokmp.de,Німеччина,"Ringstraße 40, 26789 Leer (Ostfriesland)",53.2397849,7.462548000000001
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада в місті Лінген,Лінген,www.rokmp.de,Німеччина,Heinrichstr.1 in Lingen,52.520267,7.3328288
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада в ім'я святого апостола Іоанна Богослова місті Ліндау,Ліндау,www.rokmp.de,Німеччина,"Ulrichskapelle, Anheggerstr.3, Lindau, 88131",47.55504149999999,9.6914032
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,"Громада в ім'я святителя Тихона, патріарха Московського та всієї Росії",Ліппштадт,www.rokmp.de,Німеччина,"Beckumer Straße 118, 59555 Lippstadt",51.6786792,8.3230417
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада Воскресіння Христового,Люнебург,www.rokmp.de,Німеччина,"Ökumenisches Gemeindezentrum St. Stephanus, St. Stephanus Platz 1, 21337 Lüneburg",53.2385759,10.4347439
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Усіх Святих,Магдебург,www.rokmp.de,Німеччина,"Lienhardstraße 6, 39108 Magdeburg Deutschland",52.1356756,11.6223176
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія мученика Христофора,Майнц,www.rokmp.de,Німеччина,"Berliner Straße 39a, 55131 Mainz",49.97866,8.26642
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія апп. Петра та Павла,Менден (Зауерланд),www.rokmp.de,Німеччина,Bodelschwingstr. 4-6 Menden,51.4362865,7.7923862
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Воскресіння Христового у Мюнхені,Мюнхен,www.rokmp.de,Німеччина,"Kolpinghaus, Adolf-Kolpingstr. 1, 80336 München 
or
Kreuzerhöhungskapelle, Glyzinenstr. 38, 80935 München",48.1986278,11.5514754
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм Воздвиження Чесного та Животворчого Хреста Господнього при південній резиденції правлячого архієрея,Мюнхен,www.rokmp.de,Німеччина,"Glyzinenstraße 38, 80935 München",48.1986278,11.5514754
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія св. викл. Антонія Великого,Менхенгладбах,www.rokmp.de,Німеччина,"Am Torfbend 19, 41238 Mönchengladbach",51.1592236,6.4658299
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія вмч. Георгія Побідоносця,Нойруппін,www.rokmp.de,Німеччина,,52.91542897031757,12.799108977700834
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святих Архангелів,Нойс,www.rokmp.de,Німеччина,"Alexianerplatz 1, 41464 Neuss",51.1898406,6.703245
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святої блаженної Ксенії Петербурзької,Нюрнберг,www.rokmp.de,Німеччина,"90478 Nürnberg, Glockenhofstraße 30",49.4440992,11.091069
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія великомученика Георгія Побідоносця,Оснабрюк,www.rokmp.de,Німеччина,"Wersenerstr. 85, 49090 Osnabrück",52.2961141,7.999493299999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія на честь ікони Божої Матері «Федоровська»,Падерборн,www.rokmp.de,Німеччина,Maximilian-Kolbe-Straße 2 33175 Bad Lippspringe,51.79027139999999,8.8274097
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія ікони Божої Матері «Несподівана Радість»,Пассау,www.rokmp.de,Німеччина,"Dom St. Stephan, Domplatz, 94032 Passau",48.5741597,13.4656793
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм святого благовірного князя Олександра Невського,Потсдам,www.rokmp.de,Німеччина,"Russische Kolonie 14
14469 Potsdam",52.415263,13.0576635
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Богоявлення Господнього,Пфорцхайм,www.rokmp.de,Німеччина,"Marienburgerstr. 16, Pforzheim",48.8832467,8.7338019
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святої блаженної Ксенії Петербурзької,Росток,www.rokmp.de,Німеччина,"Thünenstr. 9, Rostock 18057",54.08382690000001,12.1079048
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія великомученика і цілителя Пантелеїмону,Саарбрюккен,www.rokmp.de,Німеччина,"die katholische St.Michael-Kirche. Schumannstr 25, 66111 Saarbrücken",49.23831670000001,7.00232
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія в ім'я сорока мучеників Севастійських,Трір,www.rokmp.de,Німеччина,"Autobahnkirche St. Paul, Arnold-Janssen-Straße 1, 54516 Wittlich",49.977747,6.9268413
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія святої преподобної Марії Єгипетської,Тюбинген,www.rokmp.de,Німеччина,Österbergstr.2 72074 Tübingen (Eingang Schlatterhaus),48.5207317,9.058339799999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм ікони Божої Матері «Знамення» Курська-Корінна,Ульм,www.rokmp.de,Німеччина,"Münsterplatz 21
89073 Ulm",48.3991864,9.9932614
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Каплиця мчч. Валентина та Пасикрата,Ульм,www.rokmp.de,Німеччина,"Judenhof 9,
D-89073 Ulm",48.3982134,9.995157899999999
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія свт. Миколи Чудотворця,Фрайбург-у-Брайсгау,www.rokmp.de,Німеччина,"Аuwaldstr. 94a, 79110 Freiburg",48.02118600000001,7.8115101
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія священномученика Кіпріана та мучениці Юстини,Франкфурт-на-Майні,www.rokmp.de,Німеччина,"Friedrich-Ebert-Anlage 33, 60327 Frankfurt/Main",50.1102942,8.6575823
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Христа Спасителя,Франкфурт-на-Одері,www.rokmp.de,Німеччина,"Bahnhofstraße 3, 15295 Brieskow-Finkenheerd",52.2531056,14.5686648
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада у Фрідрісхафен,Фридріхсхафен Айлінген,www.rokmp.de,Німеччина,Kirchweg 10 88048 Friedrichshafen-Ailingen,47.6885671,9.4891404
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада Стрітення Господнього,Фульда,www.rokmp.de,Німеччина,"Radgarstr. 13, 36037 Fulda",50.55461,9.6850955
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Святого першомученика та архідиякона Стефана,Хальберштадт,www.rokmp.de,Німеччина,"Moritzplan 1, 38820 Halberstadt ( St. Moritzkirche)",51.9000721,11.0488991
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Різдва Пресвятої Богородиці,Хемніц,www.rokmp.de,Німеччина,"St. Johannes-Nepomuk-Propsteikirche, Hohe Straße 1, 09112 Chemnitz",50.8290601,12.9124232
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада у м. Хомбург,Хомбург,www.rokmp.de,Німеччина,"St. Michael Str. 7 , 66424 Homburg/ Saar",49.320938,7.3409434
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада ікони Божої Матері «Іверська»,Целле,www.rokmp.de,Німеччина,"29225 Сelle, Heese 18(A)",52.6172658,10.0565746
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,"Парафія Різдва Пророка, Предтечі та Хрестителя Господнього Івана",Швайнфурт,www.rokmp.de,Німеччина,Friedenstr. 17 97421 Schweinfurt,50.0430663,10.2250061
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Храм святого великомученика Дмитра Солунського,Шверін,www.rokmp.de,Німеччина,"Hamburger Allee 120
19063 Schwerin",53.5928285,11.4627297
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада в місті Шлезвіг,Шлезвіг,www.rokmp.de,Німеччина,"die evangelische St-Michael-Kirche statt. Lölfuß, Schleswig",54.5138729,9.5515206
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Громада на честь святих мучеників Адріана та Наталії,Штаде,www.rokmp.de,Німеччина,"Bockhorster Weg 27, 21682 Stade",53.6086932,9.4489229
Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Руська православна церква (Московський патріархат),Берлінсько-Німецька єпархія,Парафія Святого апостола Якова,Штендаль,www.rokmp.de,Німеччина,"Jacobikirchhof 1, 39576 Stendal (Jacobikirche)",52.60823,11.85806
